ID	Comunidad	Via	pValue	ncomu	nvia	nComVia	ElementsComVia
CSTF1.hsa03015	CSTF1	hsa03015	7.93176604283594e-11	5	70	5	CSTF1,CSTF3,SYMPK,CSTF2,CSTF2T
LIAS.hsa00785	LIAS	hsa00785	4.34671021657454e-23	7	8	7	LIAS,LIPT2,C16237,C16239,C16236,LIPT1,C16238
DDX20.hsa03013	DDX20	hsa03013	1.37421300330217e-18	10	121	10	DDX20,GEMIN4,SMN1,SMN2,GEMIN8,GEMIN5,GEMIN2,GEMIN7,GEMIN6,STRAP
C15606.hsa00270	C15606	hsa00270	1.15178557866769e-16	8	76	8	C15606,ENOPH1,C04582,APIP,MRI1,C15650,C04188,MTAP
VCP.hsa04141	VCP	hsa04141	8.77834520768137e-14	6	50	6	VCP,SVIP,NPLOC4,NSFL1C,UBXN6,UFD1
ORAI1.hsa04020	ORAI1	hsa04020	1.87591178730351e-09	5	130	5	ORAI1,STIM2,STIM1,ORAI2,ORAI3
C00269.hsa00564	C00269	hsa00564	2.34745706348533e-11	6	123	6	C00269,CDIPT,CDS1,CDS2,PGS1,C03892
KCNK5.hsa04742	KCNK5	hsa04742	1.20769539684053e-12	6	76	6	KCNK5,CALHM1,HCN4,SCN2A,SCN3A,SCN9A
NUDT2.hsa00230	NUDT2	hsa00230	5.89659920123567e-08	6	181	5	NUDT2,C00700,C01260,C01261,C04392
SARS2.hsa00970	SARS2	hsa00970	3.74375009960688e-14	7	89	7	SARS2,SEPSECS,C16638,PSTK,C06481,C06482,C02553
C00188.hsa00970	C00188	hsa00970	2.72022246139509e-10	5	89	5	C00188,C02992,TARSL2,TARS,TARS2
RAD50.hsa03440	RAD50	hsa03440	2.85526732307151e-11	4	18	4	RAD50,MRE11,NBN,RBBP8
UMPS.hsa00240	UMPS	hsa00240	3.59730817983932e-10	5	94	5	UMPS,C00337,DHODH,C00295,C01103
MCEE.hsa00630	MCEE	hsa00630	6.73951374584629e-08	6	60	4	MCEE,C01213,C18026,C20238
FAH.hsa00350	FAH	hsa00350	1.30975416277071e-12	6	77	6	FAH,C00544,HGD,C01061,GSTZ1,C01036
NUP37.hsa03013	NUP37	hsa03013	2.12312989908189e-11	6	121	6	NUP37,NUP133,NUP107,NUP160,NUP85,NUP43
FDFT1.hsa00100	FDFT1	hsa00100	2.23594092726241e-13	6	58	6	FDFT1,C01054,LSS,SQLE,C00751,C03428
NR0B2.hsa04976	NR0B2	hsa04976	1.80233916545659e-14	6	39	6	NR0B2,SLCO1B1,SLCO1B3,SLCO1B7,SLCO1A2,SLC10A1
C00439.hsa00340	C00439	hsa00340	1.80233916545659e-14	6	39	6	C00439,AMDHD1,C03680,UROC1,C00785,HAL
MMAB.hsa00860	MMAB	hsa00860	8.00397625063993e-15	7	72	7	MMAB,C05774,C06508,C06505,C06506,C00853,C00194
C00418.hsa00900	C00418	hsa00900	2.12039901818422e-14	6	40	6	C00418,MVK,C01107,PMVK,MVD,C01143
CTTN.hsa05100	CTTN	hsa05100	2.73233220221704e-09	4	53	4	CTTN,HCLS1,DNM1,DNM3
TRPA1.hsa04750	TRPA1	hsa04750	1.35847149413729e-09	5	122	5	TRPA1,C20171,C00903,C19317,C07600
FPGT.hsa00051	FPGT	hsa00051	8.77834520768137e-14	6	50	6	FPGT,C00325,TSTA3,C01222,GMDS,C02985
TNFSF13B.hsa04672	TNFSF13B	hsa04672	1.39497537516075e-10	4	26	4	TNFSF13B,TNFSF13,TNFRSF17,TNFRSF13B
AGTR2.hsa04614	AGTR2	hsa04614	6.67162135946446e-12	4	13	4	AGTR2,C20970,C02135,C15848
LDHD.hsa00620	LDHD	hsa00620	3.89880092334351e-11	5	61	5	LDHD,GLO1,C03451,HAGH,C00256
DCT.hsa00350	DCT	hsa00350	1.29483751813916e-10	5	77	5	DCT,TYRP1,C04185,C01693,C17938
BABAM1.hsa03440	BABAM1	hsa03440	5.61507831479157e-14	5	18	5	BABAM1,ABRAXAS1,BRCC3,BABAM2,UIMC1
PEX14.hsa04146	PEX14	hsa04146	3.66998582666115e-16	5	8	5	PEX14,PEX7,PEX5L,PEX5,PEX13
C00632.hsa00380	C00632	hsa00380	1.47700643961006e-10	5	79	5	C00632,C04409,ACMSD,HAAO,C03824
EPRS.hsa00970	EPRS	hsa00970	2.27826631796137e-08	4	89	4	EPRS,EARS2,C02987,C02702
ASMT.hsa00380	ASMT	hsa00380	1.40197451247786e-08	4	79	4	ASMT,C00978,AANAT,C05660
MSMO1.hsa00100	MSMO1	hsa00100	3.95883747437761e-09	4	58	4	MSMO1,C15808,NSDHL,C15816
CNTN1.hsa04514	CNTN1	hsa04514	8.47121424093355e-08	4	123	4	CNTN1,CNTNAP1,NFASC,NRCAM
GBA3.hsa00500	GBA3	hsa00500	2.9509187783944e-09	4	54	4	GBA3,C01898,C00185,C00963
THOC1.hsa03013	THOC1	hsa03013	7.92701521865848e-08	4	121	4	THOC1,THOC2,THOC6,THOC7
TRPV3.hsa04750	TRPV3	hsa04750	8.19572759895195e-08	4	122	4	TRPV3,C00808,C00809,C20698
PLEKHM2.hsa05132	PLEKHM2	hsa05132	8.06660606556419e-09	4	69	4	PLEKHM2,KLC3,KLC1,KLC4
HPR.hsa05143	HPR	hsa05143	1.39497537516075e-10	4	26	4	HPR,HBA1,HBA2,HBB
COQ5.hsa00130	COQ5	hsa00130	3.61667194255724e-11	4	19	4	COQ5,COQ7,COQ6,COQ3
C00217.hsa00471	C00217	hsa00471	1.99308856277149e-09	3	10	3	C00217,DGLUCY,C02237
GLYAT.hsa00360	GLYAT	hsa00360	4.85815337175549e-08	3	27	3	GLYAT,C00512,C01586
DSE.hsa00532	DSE	hsa00532	2.20900649040506e-08	3	21	3	DSE,C00401,C01490
SBDS.hsa03008	SBDS	hsa03008	1.6609071356429e-11	3	3	3	SBDS,EFL1,EIF6
PEX6.hsa04146	PEX6	hsa04146	9.3010799596003e-10	3	8	3	PEX6,PEX26,PEX1
C05776.hsa04977	C05776	hsa04977	2.74049677381079e-09	3	11	3	C05776,CUBN,MMACHC
